,Pirinç,Un ve diğer tahıllar,Ekmek,"Diğer fırıncılık ürünleri (bisküvi, kek, kraker, yufka, baklava vb.)",Makarna çeşitleri,Kahvaltılık tahıl ürünleri,Dana eti,Kuzu eti,Tavuk eti,Diğer etler ve yenilebilir sakatatlar,"Şarküteri ürünleri (sucuk, sosis, salam vb.)",Taze balık,Konserve edilmiş veya işlenmiş balık,Süt,"Diğer süt ürünleri (yoğurt, hazır sütlü tatlı vb.)",Peynir,Yumurta,Tereyağı,Margarin,"Sıvı yağlar (zeytinyağı, ayçiçek yağı)",Taze meyveler,Kuru meyve ve sert kabuklu yemişler,Taze sebzeler (patates hariç),Patates,Kuru baklagiller,"Konserve edilmiş veya işlenmiş sebze içerikli ürünler (salça, turşu, zeytin vb. dahil)",Şeker,"Reçel, marmelat, bal vb. ürünler",Çikolata ve şekerlemeler,Dondurma,"Başka yerde sınıflandırılamayan diğer gıda ürünleri (tuz, sirke, ketçap, mayonez vb.)",Kahve,Çay ve bitki çayları,Toz kakao,Su ve maden suyu,"Alkolsüz içecekler (meşrubat, ayran vb.)",Meyve ve sebze suları,"Alkollü içecekler (rakı, viski, votka vb.)",Şarap,Bira,Sigaralar,Erkek giyim,Kadın giyim,Çocuk giyim,Bebek giyim,"Diğer giyim eşyaları ve aksesuarları (kravat, kemer, eşarp vb.)",Giyim eşyalarının temizlenmesi ve tadilatı,Erkek ayakkabısı,Kadın ayakkabısı,Çocuk ve bebek ayakkabısı,Ayakkabı bakım ve tamiri,Gerçek kira,Konutun bakım ve onarımı için malzemeler,Su (şebeke suyu),Elektrik,Doğalgaz ve ilgili abonelik ücretleri,Tüpgaz (ev tüpü),"Katı yakıtlar (odun, kömür)",Mutfak mobilyaları,Yatak odası mobilyaları,Yemek odası ve oturma odası mobilyaları,Halı,Ev tekstili,"Buzdolabı, derin dondurucu",Çamaşır ve bulaşık makineleri,"Fırın, ocak ve fırınlı ocak",Klima ve ısıtıcılar,Diğer büyük ev aletleri (elektrikli süpürge vb.),Elektrikli küçük ev aletleri,"Cam, porselen, seramik vb. mutfak eşyaları",Çatal-bıçak takımı,"Elektriksiz mutfak eşyaları ve ev gereçleri (tencere, tava, çaydanlık vb.)","Çeşitli küçük aksesuarlar (pil, ampul vb.)",Evle ilgili küçük bakım-tamir mal ve hizmetleri,"Ev ile ilgili temizlik malzemeleri (deterjan, yumuşatıcı vb.)","Ev ile ilgili diğer temizlik malzemeleri (bulaşık süngeri, çöp torbası vb.)",Ev içi hizmetler (gündelikçi ücreti),Ev eşyalarının yıkanması ve temizlenmesi hizmetleri,İlaçlar,"Ayakta tedavi hizmetleri (muayene ücreti, muayene katkı payı vb.)",Benzinli ve elektrikli otomobiller (sıfır km),Dizel otomobiller (sıfır km),Motosikletler,Bisikletler,"Kişisel ulaştırma araçlarının yakıt ve yağları (benzin, motorin, motor yağı)",Kişisel ulaştırma araçlarının bakım ve onarımı,Kişisel ulaştırma araçları ile ilgili diğer hizmetler (köprü ve otoban geçiş ücretleri dahil),Demiryolu ile şehir içi yolcu taşımacılığı,Otobüs ile şehir içi yolcu taşımacılığı,Karayolu ile şehirler arası yolcu taşımacılığı,Havayolu ile yolcu taşımacılığı,Deniz ve yurt içi su yolu ile yolcu taşımacılığı,"Diğer satın alınan ulaştırma hizmetleri (nakliye, kargo vb.)","Mobil telefon, ekipman ve aksesuarları",Telefon (mobil ve sabit hat) ve internet ücretleri,Televizyonlar,Bilgisayar ve ekipmanları,Müzik enstrümanları,"Oyunlar, oyuncaklar ve hobiler","Spor, kamp ve açık hava eğlence malzemeleri",Evcil hayvanlar ile ilgili ürünler,Evcil hayvanlarla ilgili veterinerlik ve diğer hizmetler,Kitaplar,Kırtasiye malzemeleri,Okul öncesi eğitim ve ilköğretim,Orta öğretim,Üniversite eğitimi,"Lokanta, pastane, kafe vb. yerlerde yenen yemekler","Lokanta, pastane, kafe vb. yerlerde içilen içecekler","Otel, pansyion vb. yerlerde konaklama hizmetleri",Erkekler için kuaförlük hizmetleri,Kadınlar için kuaförlük hizmetleri,Kişisel bakımda kullanılan elektrikli aletler,"Kişisel hijyen ve bakım için kullanılan ürünler, kozmetikler","Mücevheratlar, saat ve kol saatleri",Seyahat malzemeleri ve diğer kişisel aksesuarlar,Başka yerde sınıflandırılmamış diğer kişisel aksesuarlar,Başka yerde sınıflandırılmayan diğer mali hizmetler (para havale ücreti vb.)
2025-02-06,106.34554315344567,103.60124797745296,111.96693552113612,109.972852222894,101.98760498761266,103.70109314483004,103.69673492993216,102.60663213873929,102.55380548403284,106.01888462669255,106.90749000007544,121.2013030944332,100.3491991806049,113.03558754617892,115.36246914326756,107.70289942524931,103.5432680489042,112.2502365089477,98.86327400602428,104.25062194298768,105.36627174170889,104.53752772303616,92.9531995366856,108.28046780533607,104.7036034146578,102.70779673804476,100.23391643065273,107.99464343906668,106.36901209813485,110.78621389143224,102.8110055370112,105.55473549561802,100.57274998375318,109.94390722425314,102.30554535829572,107.98169438635456,106.32167282603126,113.3639046086951,104.45,117.13,100.0,101.91595294248194,102.52461137085449,101.00951626079323,101.3257211005944,103.09737244015216,105.9674563611496,104.0292736073296,102.79783166335773,101.89207437220074,112.1497337569052,105.22282998591469,102.88044660656416,127.9232175658022,110.7,100.0,110.31042128603102,105.88660603997704,100.90172895615493,104.12569037859122,101.54562900552516,115.39169003068416,125.85365973916323,100.13799479377133,101.24130804941052,101.38727422620192,102.12669862235276,100.24731825672237,105.10428998250144,103.96257635842736,103.0491204082666,103.7576864892212,103.74572019603136,104.3261065424197,104.93959789924948,104.63542550528142,120.21,115.2179078340256,100.87,145.62,101.51614804720096,100.69376289563256,105.86501901754444,109.41038005848318,106.00414201602956,132.34870800865767,97.92649069852108,114.8444537590746,114.8444537590746,114.42000000000006,121.72,131.09999999999997,136.1234823944595,99.45906263918656,100.00000000000009,100.116479229509,100.42401813429623,102.05779447585374,103.69951184464722,116.1150352811256,102.11590345804254,122.856344475197,102.87497601599672,109.60223227985983,99.99999999999991,105.43459360663974,113.56219569753516,105.0302621982092,98.3628494620891,104.14752737587338,100.0,100.0,106.9369521908434,104.63867273970172,104.79278132581962,103.73996453846132,106.220339587788,100.0
2025-02-07,106.520995306109,103.58633641046856,112.10421627282614,109.99074907060545,102.11457205148092,103.89223192782802,103.69673492993216,102.60663213873929,101.85188261213588,106.01888462669255,107.28242645190272,121.2013030944332,100.3491991806049,114.03568292282236,115.60034055566317,108.16106038867096,103.84729928951792,113.06353671040613,98.86327400602428,104.25062194298768,102.17039117991276,104.63482376083428,91.97977971336871,108.28046780533607,104.78409541182296,102.75939492752414,99.58507567198136,108.45322143183589,106.60276928394524,111.22376998747316,103.0357860023419,105.68329192896309,100.1357245833226,109.94390722425314,102.33001901720186,107.9499859760802,106.4540838740898,113.3639046086951,104.45,117.13,100.0,102.00751569604172,102.66549121486212,101.08388438505108,101.33824844150745,103.11490023271357,105.9674563611496,104.0859189311124,103.04970975708731,101.94031882018156,112.1497337569052,105.2171758766176,102.64466467101994,127.9232175658022,110.7,100.0,110.31042128603102,105.90396234195316,100.95073290932255,104.43167734178766,101.7134568201937,116.0911464945237,128.2994227357959,100.11702867387538,101.26280756529026,101.45635986551537,102.3122547918246,100.39005609428074,105.36479183148634,104.06636181478795,103.05294624449668,103.92266119105506,103.72950779560922,104.36001853534344,105.14645562342557,104.82322043341456,120.21,115.2179078340256,100.87,145.62,101.51614804720096,100.69376289563256,105.49421969924322,109.1277120869199,106.02849175944849,132.34870800865767,97.92649069852108,114.8444537590746,114.8444537590746,114.42000000000006,121.72,131.09999999999997,136.1234823944595,99.26401723611632,100.00000000000009,100.18768175946586,100.39761530037626,102.08862427555898,103.78561151102356,115.5052091756993,102.106335919303,122.856344475197,102.90033722106226,109.86736633283648,99.99999999999991,105.43459360663974,114.8842543237095,105.65875641569698,98.83375588569464,106.11464337551118,100.0,100.0,106.93416134006728,104.81657724320276,104.9635094153626,104.0571203949807,106.70339972333956,100.0
2025-02-08,106.520995306109,103.71746399864752,112.28991857656816,110.38262035486171,102.15959408166276,103.89223192782802,103.69673492993216,102.60663213873929,101.81489054455338,106.3564895055402,107.42385746410764,121.66504863390826,100.3491991806049,114.46397644622684,115.80883470138744,108.62446272006208,103.84729928951792,113.06353671040613,98.86327400602428,104.76792434925709,101.74874588134186,104.63482376083428,90.86842277560775,103.39073116684804,104.78409541182296,102.99367148849235,99.58507567198136,108.05418562729714,106.62858616344413,111.22376998747316,103.04879148551878,106.40680729621866,100.1357245833226,109.94390722425314,102.50424972356348,108.08353922024588,107.0767935998141,113.3639046086951,104.45,117.13,100.0,102.2045123104948,102.85935530317154,101.2775047086277,101.61920375910948,103.27501270786864,105.9674563611496,104.28594035900974,103.1531931666472,102.02867307459582,112.1497337569052,105.34053900620242,102.64257450174088,127.9232175658022,110.7,100.0,110.31042128603102,105.8533129640712,100.7258942071833,105.01314386805592,101.4882311179921,115.9395815316516,131.60590780025575,99.98017783023298,101.1270754192183,101.80905482730428,102.30125928141646,100.26166809118166,105.3308681560487,104.51527540190234,103.33864160658564,104.12649657268376,103.96371165355367,104.62748279925746,105.30568150620913,104.76800865221072,120.21,115.2179078340256,100.87,145.62,101.51614804720096,100.69376289563256,106.13879086102322,110.03433594791328,106.02880723155984,132.34870800865767,97.92649069852108,114.8444537590746,114.8444537590746,114.42000000000006,121.72,131.09999999999997,136.1234823944595,99.48249580652126,100.00000000000009,100.21387435008026,100.4133589914048,102.15900803776768,103.83135519553412,115.4913853378266,102.1259732550594,122.856344475197,103.04578899598737,113.98411004184236,99.99999999999991,105.43459360663974,114.8028725314213,105.65875641569698,98.83375588569464,113.99334705147488,100.0,100.0,107.14852030400657,105.38040415926685,105.11496589931,104.1169577327556,106.89221223599937,100.0
2025-02-09,106.520995306109,103.71746399864752,112.28991857656816,110.38262035486171,102.15959408166276,103.89223192782802,103.69673492993216,102.60663213873929,101.99752293226592,106.3564895055402,107.44962922370011,121.66504863390826,100.3491991806049,114.46397644622684,115.71375072978826,108.62446272006208,103.84729928951792,113.06353671040613,98.86327400602428,104.76792434925709,101.74874588134186,104.63482376083428,90.86842277560775,103.39073116684804,104.78409541182296,102.99367148849235,99.58507567198136,108.74035080377298,106.6005842256406,111.22376998747316,103.01703770156728,106.40680729621866,100.1357245833226,109.94390722425314,102.50424972356348,108.08353922024588,107.0767935998141,113.3639046086951,104.45,117.13,100.0,102.31132351744156,103.01756907253758,101.30919539667065,101.62115265304216,103.3433316051103,105.9674563611496,104.24415502131592,103.23983519816854,102.07815099652645,112.1497337569052,105.34347222026324,102.67690923565708,127.9232175658022,110.7,100.0,110.31042128603102,105.79592187175244,100.70928219245874,105.12988201036153,101.43628801330854,115.79843208135784,132.57033105946542,100.04496026883722,101.04375063172134,101.77234712161244,102.24322468998857,100.33687602104573,105.61027459159638,104.60624708237624,103.45899698156286,104.20321670929972,103.94194440379606,104.40074698543371,105.432546254003,104.98670935822857,120.21,115.2179078340256,100.87,145.62,101.51614804720096,100.69376289563256,106.59339715546464,110.07187800283768,106.02963231030763,132.34870800865767,97.92649069852108,114.8444537590746,114.8444537590746,114.42000000000006,121.72,131.09999999999997,136.1234823944595,99.52910277623566,100.00000000000009,100.13679999844558,100.45229290048488,104.0692586574452,103.83912849323174,119.10060305414538,101.90708968076612,122.856344475197,103.15378758506613,115.95417780814404,99.99999999999991,105.43459360663974,115.70794380294085,105.65909672165498,98.83375588569464,111.24115907117816,100.0,100.0,107.60083273901144,105.73289337782158,105.27091329136806,104.1621701808956,106.77327499650514,100.0
2025-02-10,107.62077686248436,103.71746399864752,112.28991857656816,110.38262035486171,101.7637306823238,103.89223192782802,103.69673492993216,102.60663213873929,101.70806272162478,106.3564895055402,107.46009913847104,121.66504863390826,100.79006664277536,114.46397644622684,116.0026757559666,108.71766534597712,103.84729928951792,113.06353671040613,98.86327400602428,104.76792434925709,101.74874588134185,104.6364090228406,90.86842277560775,103.39073116684804,106.74861271010482,103.13487705482976,100.31890745253396,108.05418562729714,106.15698499609748,111.22376998747316,103.01703770156728,106.40680729621866,100.1357245833226,109.94390722425314,102.50424972356348,108.08353922024588,107.20942369939864,113.3639046086951,104.45,117.13,100.0,103.15352494263854,103.635855819287,102.38433443919467,101.80000641606152,103.48552627708692,105.9674563611496,104.662458709329,103.60751663475632,102.33281507982764,112.1497337569052,105.48512413433502,102.71260779083444,127.9232175658022,110.7,100.0,110.31042128603102,105.79592187175244,100.88772083146648,105.27489198392296,101.70259375316223,116.05786698479712,132.87202986295904,100.18636166661004,101.30497851719753,101.85722283905574,102.41985333183676,100.35913373707466,106.15805630159063,104.73905028365328,103.60216073418285,104.37485988170155,104.09100646949784,104.53463813151602,105.6945886138615,105.09090082621393,120.21,115.2179078340256,100.87,145.62,101.51614804720096,100.69376289563256,106.82635024872262,105.92476452941683,106.06527272359762,132.34870800865767,97.92649069852108,114.8444537590746,114.8444537590746,114.42000000000006,121.72,131.09999999999997,136.1234823944595,99.54155454294026,100.00000000000009,100.22166890148942,100.4812406052294,104.35073409421209,104.1303288972392,121.1866604406764,101.9356276480052,122.856344475197,103.58484329342156,116.18436223966582,99.99999999999991,105.43459360663974,115.82301680542903,105.637263549925,99.1857146872306,113.13910334701198,100.0,100.0,107.9071838694766,105.87590474555738,105.87680402133644,104.31000732837454,107.31378982210438,100.0
2025-02-11,108.05592502185364,103.96677489968496,112.28991857656816,110.54822327713892,101.7637306823238,103.89223192782802,103.85262257691744,102.94419361266552,101.27276920877608,106.3564895055402,107.61635119296292,123.11304703513515,100.79006664277536,114.4098675017789,116.0026757559666,108.95968046612636,103.84729928951792,113.06353671040613,98.86327400602428,104.57252941693363,102.466939186833,104.66826101021464,92.03109171331114,103.39073116684804,106.96940286279325,103.20269097363315,100.31890745253396,108.05418562729714,106.6037510858204,111.22376998747316,103.00799540773812,106.40680729621866,100.1357245833226,109.94390722425314,103.07426122921872,108.14136154321054,107.29027013800244,113.3639046086951,104.45,117.13,100.0,103.71624619969096,104.42029379810565,104.18691597943328,102.69908888522863,103.95501845449748,105.9674563611496,104.91900422132932,103.80052324523902,102.93128283186633,112.1497337569052,105.89359707137952,103.25252476081558,127.9232175658022,110.7,100.0,110.31042128603102,105.81558541968586,101.57017648627752,105.50570564348962,102.28946551906,116.46241940313271,136.84619031716002,100.34776588883196,101.35786732857022,101.99463783053515,102.37250815540988,100.35913373707466,107.1747986933286,105.54005965997484,104.09637631853062,104.91968981001608,105.06924887098018,104.71543083679168,106.69732567786956,106.44343184467456,120.21,115.2179078340256,100.87,145.62,101.51614804720096,100.69376289563256,107.00294988261754,106.39281163989038,106.0855501149792,132.34870800865767,97.92649069852108,114.8444537590746,114.8444537590746,114.42000000000006,121.72,131.09999999999997,136.1234823944595,99.53926036819892,100.00000000000009,100.0612929647227,100.68381986833252,104.89672340453716,104.64375307894964,124.2890499128806,102.48534212864766,122.856344475197,103.937083611761,116.86940812155228,99.99999999999991,105.43459360663974,116.18123127109266,105.49278082274316,98.73912955128456,115.72653079688595,100.0,100.0,108.51631224966872,106.39130058002117,108.77281747239266,105.69093146557158,108.23394949979746,100.0
2025-02-12,108.3139138086416,104.0055295623294,112.28991857656816,110.53294763163944,101.7637306823238,104.21692741221618,103.52012114260988,102.94419361266552,100.61040832227457,106.3564895055402,107.61635119296292,121.02021863300877,100.79006664277536,114.55722640175674,115.97715939875556,109.0703022433884,104.06330029798652,113.06353671040613,98.86327400602428,104.66766664418073,107.22737844681224,104.66826101021464,92.88528072816467,109.53010161191766,107.21343667246754,103.31397913086582,100.31890745253396,108.13167999861348,106.61198250752024,111.22376998747316,103.05700411821164,106.50702585505302,100.1357245833226,109.94390722425314,104.41551485422076,109.1495210365797,107.20942369939878,113.3639046086951,104.45,117.13,100.0,104.24591049033496,104.67107602930344,104.52731553553863,103.03995733067217,104.15834340972584,105.9674563611496,104.93116982300282,103.8512574381676,103.09216460507182,112.1497337569052,106.05985671869398,103.72428657781592,127.9232175658022,110.7,100.0,110.31042128603102,105.44187859804168,101.58817355094304,105.6914596342214,102.43173377189152,118.97167217922735,138.09987416638592,100.32881548075082,101.39019073773396,102.30745004253058,102.41884881323097,101.50323596377832,107.26213096591148,105.83078275161634,104.67041864241835,105.10261671699826,105.46098149350462,105.00027708558729,106.98246472204494,108.08082150115293,120.21,117.4584708116909,100.87,145.62,101.51614804720096,100.69376289563256,107.08399561258396,105.97434860391786,106.08653075133516,139.5838650895697,97.92649069852108,114.8444537590746,114.8444537590746,114.42000000000006,121.72,131.09999999999997,136.1234823944595,98.98275786663044,100.00000000000009,100.0527849816351,100.75521932346562,105.06912839343714,104.84757342640654,124.7478059658416,102.4421438952086,122.856344475197,104.17590881500718,116.94375427336922,99.99999999999991,105.43459360663974,117.96074328071236,105.74926742761932,98.86279920173752,121.81076071081796,100.0,100.0,108.89878170563335,106.67828558663643,108.80941912239324,105.86300220378548,109.37820291023434,100.0
2025-02-13,108.5769913130002,104.0055295623294,112.28991857656816,110.5605085022928,101.7637306823238,104.21692741221618,103.52012114260988,102.94419361266552,100.549878258263,106.3564895055402,107.66655028041066,122.68974354121612,100.79006664277536,114.55722640175674,115.97497504476796,109.21330093840322,104.06330029798652,113.06353671040613,98.86327400602428,104.62760628854036,107.92105745607329,104.6219498933266,93.348039213562,109.53010161191766,107.21343667246754,103.35183433296528,100.31890745253396,108.17666833727856,106.62064865375064,111.2934318137562,103.07764067885157,106.50702585505302,100.1357245833226,109.94390722425314,104.8365171310943,109.23677938926647,107.20942369939878,113.3639046086951,104.45,117.13,100.0,104.17651086290309,104.78749792252088,104.44714429872066,103.08813157523151,104.46039971284716,105.9674563611496,104.98195608885533,103.72257653095298,103.04252850203108,112.1497337569052,106.13884313629636,103.95901494287646,127.9232175658022,110.7,100.0,110.31042128603102,106.63144005209422,101.5824745742105,105.61239715817815,105.4916381158896,120.44759156222231,139.40548790180506,100.34384200627572,101.4957242513052,102.31774395269224,102.41450841891964,102.84882088523466,107.34397355944164,105.79785994180112,104.73894619417943,105.2133666364358,105.66935928056066,105.02808549157812,107.33030178922776,108.46474225124096,120.21,117.4584708116909,100.87,145.62,101.51614804720096,100.69376289563256,107.38086049774438,104.67911958398166,106.09542663317062,139.5838650895697,97.92649069852108,114.8444537590746,114.8444537590746,114.42000000000006,121.72,131.09999999999997,136.1234823944595,98.97515576805792,100.00000000000009,99.95060166046602,100.72500367747242,105.1710682339635,105.08673949590607,127.53346573402742,102.5950712603236,122.856344475197,104.39830065106187,117.11286111120327,99.99999999999991,105.43459360663974,118.49377590229076,105.74462609374854,99.039229640982,130.55991202975582,100.0,100.0,109.23289720981822,106.86558472385008,109.11951029072422,106.03370878852198,109.04455737641322,100.0
2025-02-14,108.5769913130002,104.0055295623294,112.28991857656816,110.71980024659196,101.7637306823238,104.07631213562584,103.52012114260988,102.94419361266552,100.90494675527238,106.3564895055402,107.6815046134925,122.68974354121612,100.79006664277536,114.41917266668476,115.97497504476796,109.47113815940294,104.06330029798652,113.3103793092596,98.86327400602428,104.62760628854036,107.92105745607329,105.28603550619547,92.64777512516206,109.53010161191766,107.31215834258654,103.49566249969908,100.31890745253396,108.8628335137544,106.78338806256592,111.2934318137562,103.222181198224,106.74896071821937,100.16128292278316,110.99547244795023,104.8365171310943,109.31286057590036,107.3818680022438,113.3639046086951,104.45,117.13,100.0,104.17612556173368,104.78743323775662,104.44714429872066,103.09082404407977,104.45826966945243,105.9674563611496,104.98509943452656,103.72257653095298,103.04252850203108,112.1497337569052,106.13664753584304,103.9519998835397,127.9232175658022,110.7,100.0,110.31042128603102,106.63144005209422,101.61403001982944,105.61239715817815,105.4916381158896,120.44759156222231,139.40483909975916,100.34384200627572,101.4957242513052,102.31774395269224,102.41450841891964,102.8391670717992,107.3379514919513,105.79588610624306,104.74288513542504,105.21158612287422,105.67893304251868,105.03438246230496,107.34827793791402,108.4593989064791,120.21,117.4584708116909,100.87,145.62,101.51614804720096,100.69376289563256,107.38086049774438,104.83552165833753,106.11140342080714,139.5838650895697,97.92649069852108,114.8444537590746,114.8444537590746,114.42000000000006,121.72,131.09999999999997,136.1234823944595,98.97515576805792,100.00000000000009,99.95060166046602,100.72387649118004,105.1710682339635,105.08734025336166,127.52997106424762,102.59476783287067,122.856344475197,104.39830065106187,117.11286111120327,99.99999999999991,103.07059085431447,118.35233618212956,105.85730602560012,98.92102040821447,130.55991202975582,100.0,100.0,109.23846793030762,106.86936920998951,109.1200271987913,106.03370878852198,109.03516637395624,100.0
2025-02-15,108.71493936868296,104.02005531612112,112.28991857656816,110.71113358006684,102.13872041368118,104.07631213562584,103.71327955970082,102.7239384592879,101.37756262221754,106.3564895055402,108.28429223922784,122.68974354121612,100.79006664277536,114.41917266668476,116.0791761558377,109.58943577546864,104.06330029798652,114.05218566760954,98.86327400602428,104.28116601715764,106.93871229878155,105.38304056772476,93.6620930325521,109.58253349415044,107.31215834258654,103.65009351878412,100.31890745253396,108.21564027315866,106.91513750480053,111.2934318137562,103.222181198224,106.74896071821937,100.16128292278316,110.99547244795023,104.933315279552,109.31286057590036,108.00204063727172,113.3639046086951,104.45,117.13,100.0,104.17612556173368,104.78743323775662,104.44714429872066,103.09082404407977,104.45826966945243,105.9674563611496,104.98509943452656,103.72257653095298,103.04252850203108,112.1497337569052,106.2494349044419,116.85129900892905,127.9232175658022,110.7,100.0,110.31042128603102,106.63189603867558,101.61403001982944,105.61239715817815,105.4916381158896,120.44759156222231,139.40483909975916,100.34384200627572,101.4957242513052,102.31774395269224,102.41450841891964,102.8391670717992,107.3379514919513,105.79588610624306,104.74288513542504,105.21158612287422,105.67893304251868,105.03438246230496,107.34827793791402,108.4593989064791,120.21,117.4584708116909,100.87,145.62,101.51614804720096,100.69129217710338,107.38878537564791,105.85619764374412,106.16013344457096,139.5838650895697,96.90682719439091,114.8444537590746,114.8444537590746,114.42000000000006,121.72,131.09999999999997,136.1234823944595,99.15443631129966,96.73102836366384,99.95060166046602,100.72387649118004,105.1710682339635,105.08734025336166,127.52997106424762,102.59476783287067,122.856344475197,104.39830065106187,117.11286111120327,98.95180903328854,108.51880125764949,119.11863321215708,105.19340195710872,98.01781818775704,145.77401129998023,100.0,100.0,109.23846793030762,106.86936920998951,109.1200271987913,106.03370878852198,109.03516637395624,100.0
2025-02-16,108.8537994513636,104.02005531612112,112.28991857656816,110.71113358006684,101.97156799145634,104.07631213562584,103.59573190292426,102.47323438544656,102.0057376187028,106.3564895055402,108.28429223922784,125.22891698977416,100.79006664277536,114.41917266668476,116.03047738158554,109.5840132791713,104.06330029798652,114.05218566760954,98.86327400602428,104.28116601715764,106.82940895293753,105.38382853803768,93.4404064298076,109.58253349415044,107.31215834258654,103.7005191216666,100.31890745253396,108.9018054496345,106.91513750480053,111.2934318137562,103.25393498217552,106.54184876263464,100.16128292278316,110.99547244795023,104.933315279552,109.38772660331416,108.11989976350604,113.3639046086951,104.45,117.13,100.0,104.17612556173368,104.7874332377566,104.44714429872066,103.09082404407977,104.45826966945243,105.9674563611496,104.98509943452656,103.72257653095298,103.04252850203108,112.1497337569052,106.2494349044419,116.85129900892905,127.9232175658022,110.7,100.0,110.31042128603102,106.63189603867558,101.61403001982944,105.61239715817815,105.4916381158896,120.44759156222231,139.40483909975916,100.34384200627572,101.4957242513052,102.31774395269224,102.41450841891964,102.8391670717992,107.3379514919513,105.79588610624306,104.74288513542504,105.21158612287422,105.67893304251868,105.03438246230496,107.34827793791402,108.4593989064791,120.21,117.4584708116909,100.87,145.62,101.51614804720096,100.69129217710338,107.38878537564791,105.85619764374412,106.16013344457096,139.5838650895697,96.90682719439091,114.8444537590746,114.8444537590746,114.42000000000006,121.72,131.09999999999997,136.1234823944595,99.15443631129966,96.73102836366384,99.95060166046602,100.72387649118004,105.1710682339635,105.08734025336166,127.52997106424762,102.59476783287067,122.856344475197,104.39830065106187,117.11286111120327,98.95180903328854,108.51880125764949,119.11863321215708,105.19340195710872,98.01781818775704,145.77401129998023,100.0,100.0,109.23846793030762,106.86936920998951,109.1200271987913,106.03370878852198,109.03516637395624,100.0
2025-02-17,108.86159061353382,104.02560723289912,112.30152803955144,110.7199476608605,101.86049184647857,104.0914290189883,103.84155505628978,102.49744036318243,102.45935791870096,106.3564895055402,108.30486750201098,125.24419059193126,101.16593507494258,114.50084605338408,116.17118843958356,109.59040171054556,104.0641932662394,114.0560311122438,98.8673097128189,104.47646362168553,107.29282300991407,105.6041214385786,93.56025901505213,109.58253349415044,107.31394260832406,103.71453028062813,100.31890745253396,108.91598759163082,106.9138031550516,111.30557268556724,103.60185068527149,106.55746078262617,100.16188565594096,110.99757891369512,104.94619940801172,109.26126876627444,108.10106832174333,113.3639046086951,104.45,117.13,100.0,104.17612556173368,104.7874332377566,104.45900197676316,103.2628586902135,104.45826966945243,105.9674563611496,104.98509943452656,103.72257653095298,103.04252850203108,112.1497337569052,106.4815375374704,116.85129900892905,127.9232175658022,110.7,100.0,110.31042128603102,107.20206076506874,101.61403001982944,105.67987595150662,105.4916381158896,120.44759156222231,139.40483909975916,100.30801497034332,101.36467371396166,102.05266639629616,102.516682864177,102.8391670717992,107.3688007799954,105.79588610624306,104.74288513542504,105.22298420728085,105.67893304251868,105.03438246230496,107.34827793791402,108.4593989064791,120.21,117.4584708116909,100.87,145.62,101.51614804720096,100.69129217710338,107.574467452677,109.3872073631076,106.1764100424846,139.5838650895697,96.90682719439091,114.8444537590746,114.8444537590746,114.42000000000006,121.72,131.09999999999997,136.1234823944595,99.15443631129966,96.73102836366384,99.95060166046602,100.72521202710692,105.1710682339635,105.08734025336166,127.52997106424762,102.59476783287067,122.856344475197,104.39830065106187,117.11286111120327,98.95180903328854,110.91775996037305,119.11863321215708,104.37768389558452,97.49137074917574,148.55508632135738,100.0,99.99999999999996,109.23846793030762,106.87802867893086,109.3612820275538,106.03370878852198,108.96614560350858,100.0
2025-02-18,108.88943987469548,104.04545238268769,112.34302569542083,110.77642547312236,101.87613964278222,104.14658759138908,104.64060558439434,103.609336704214,102.14222710010849,106.3564895055402,108.66997413775064,125.5397034661838,101.19375846853558,114.85930817216013,116.34489890280338,109.79441235509924,104.16913190432123,114.06977653167674,98.67128832470812,104.50388011603695,108.82748090031755,105.65927074731124,94.43282989439648,110.84840236384925,107.32032040940427,103.91918585423184,100.31890745253396,108.94823564773488,107.1005926909016,111.350432821824,103.82122954883832,106.71047735402232,100.11637607060092,111.005108408445,105.19215022008014,109.36656975493996,108.15152265885864,113.3639046086951,104.45,117.13,100.0,106.03427821671558,106.63463357435072,105.81204470985205,104.00403278406526,105.7749050031146,105.9674563611496,106.68853794473893,105.29679950885064,104.04234653883182,112.1497337569052,106.83045203174888,116.83734325039772,127.9232175658022,110.7,100.0,110.31042128603102,108.16442287003774,99.53281440272887,105.86136185832174,105.62526445166075,120.44759156222231,144.03269504158936,100.4392507961738,101.40297297663352,102.31750784251685,102.53200169159692,103.12477691960554,108.01921485734238,106.67276635478768,106.11027258010417,105.78392297927216,106.20647088404937,105.15548937704553,108.33264747694864,112.37595368608572,120.21,117.4584708116909,100.87,145.62,101.51614804720096,100.69129217710338,107.81594314719791,109.10144416212944,106.19483955043349,139.5838650895697,96.90682719439091,127.45906434855216,131.8876297445613,114.42000000000006,121.72,131.09999999999997,136.1234823944595,99.1091832172079,96.73102836366384,99.97473379587645,100.832641544002,105.05536390379372,105.30917435329032,128.68838290558048,102.3959080296885,122.856344475197,104.90435441100442,117.25015945391648,98.95180903328854,113.36975097446236,119.11863321215708,103.42264625450105,96.99557264777212,151.73415705504624,100.0,99.99999999999991,109.46018440634664,107.481049203992,110.381447384245,107.7798844103706,110.4462941450466,100.0
